學年度,學期,分類,學制,cluster標籤,課程名稱,英文課程名稱,開課班別(代表),科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
111,1,專業課程,學士班,熱門課程,地方政府與政治,Local Government and Politics,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,李長晏,2,3,公研C,0.111111111,6.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78028_1SPPC0139420.pdf
111,1,專業課程,學士班,系上必修,性別社會學,Gender and sociology,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,1,7,T204,0.02,27,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78027_1SPPC0157320.pdf
111,1,專業課程,學士班,系上必修,應用倫理學,Applied  Ethics,公育三,公共事務與公民教育學系,社會科學暨體育學院,2,洪翠娥,1,5,T204,0.02,31,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78026_1SPPC0132620.pdf
111,1,專業課程,學士班,熱門課程,童軍露營活動,Scouting Camp Activities,公育二,公共事務與公民教育學系,社會科學暨體育學院,4,劉恬妏,6,1,T101,0.04,6.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78024_1SPPC0156540.pdf
111,1,專業課程,學士班,系上必修,民法(一),Civil Law(I),公育二,公共事務與公民教育學系,社會科學暨體育學院,2,林玫君,4,3,T101,0.04,26,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78023_1SPPC0030320.pdf
111,1,專業課程,學士班,熱門課程,公共預算與財務管理,Public Budgeting and Financial Management,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,張嘉仁,3,5,公研C,0.527777778,1.473684211,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78022_1SPPC0137220.pdf
111,1,專業課程,學士班,系上必修,社會科學研究法,Social Science research methods,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,3,3,T102,0.04,20.5,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78021_1SPPC0157220.pdf
111,1,專業課程,學士班,一般課程,服務學習活動設計與實施,DESIGNING AND IMPLEMENTING OF SERVICE LEARNING,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,梁峻晢,2,12,T204,0.04,6.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78020_1SPPC0151320.pdf
111,1,專業課程,學士班,一般課程,社會領域課程概論,Introduction to Social Studies Curriculum,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,2,7,T104,0.04,15,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78019_1SPPC0157420.pdf
111,1,專業課程,學士班,系上必修,教育法規,Education Law,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,魏培軒,2,5,T104,0.027777778,41,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78018_1SPPC0157020.pdf
111,1,專業課程,學士班,全英專業,比較公民教育,Comparative Citizenship Education,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,4,7,T103,0.04,15.5,1,3,
111,1,專業課程,學士班,一般課程,全球治理,Global Governance,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,李其澤,1,7,公研C,0.083333333,10,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78016_1SPPC0001620.pdf
111,1,專業課程,學士班,一般課程,人力資源管理,Human Resource Management,公育二,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,1,5,公研C,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78015_1SPPC0151620.pdf
111,1,專業課程,學士班,系上必修,公共政策(一),Public Policy (I),公育二,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,1,3,公研C,0.027777778,33,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78014_1SPPC0030620.pdf
111,1,專業課程,學士班,熱門課程,臺灣史,The History of Taiwan,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,李宗信,5,3,11101,0.42,1.571428571,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78013_1SPPC0146620.pdf
111,1,專業課程,學士班,一般課程,家庭生活教育概論,Introduction to Family Life Education,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,陳美娟,4,10,T204,0.16,2.25,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78012_1SPPC0155420.pdf
111,1,專業課程,學士班,一般課程,臺灣地理,Geography of Taiwan,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,郭基賢,4,9,T304,0.06,3.333333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78011_1SPPC0146720.pdf
111,1,專業課程,學士班,熱門課程,中華民國憲法(一),The Constitution of R.O.C-Session I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,魏培軒,1,5,T101,0.66,1.606060606,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78009_1SPPC0000620.pdf
111,1,專業課程,學士班,熱門課程,史學導論,History Introduction,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,李華彥,4,1,T203,0.04,9,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78008_1SPPC0141520.pdf
111,1,專業課程,學士班,熱門課程,經濟學(一),Economics I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,張嘉仁,4,3,T103,0.7,1.085714286,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78007_1SPPC0000220.pdf
111,1,專業課程,學士班,熱門課程,社會學(一),Sociology(I),公育一,公共事務與公民教育學系,社會科學暨體育學院,2,鄭依萍,3,5,T104,0.7,1.657142857,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78006_1SPPC0001420.pdf
111,1,專業課程,學士班,熱門課程,行政學(一),Public Administration I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,黃建銘,3,3,T103,0.68,1.176470588,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78005_1SPPC0001020.pdf
111,1,專業課程,學士班,一般課程,兩岸關係,Cross-Strait Relations,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,李其澤,2,7,T101,0.7,0.971428571,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78004_1SPPC0030520.pdf
111,1,專業課程,學士班,一般課程,政治學(一),Politics I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,劉兆隆,1,9,T103,0.7,1.942857143,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78003_1SPPC0000820.pdf
111,1,專業課程,學士班,熱門課程,公民教育(一),Civic Education-Session I,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,魏培軒,1,3,T101,0.7,1.971428571,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78002_1SPPC0001220.pdf
111,1,專業課程,學士班,一般課程,生命探索發展與實踐,Enlightening and Practicing of Careerlife,公育一,公共事務與公民教育學系,社會科學暨體育學院,2,林玫君黃建銘李其澤,4,7,A301,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78001_0CCGE0177920.pdf
111,1,專業課程,碩博士班,專題/論文,論文,Thesis,運健碩二,運動健康研究所,社會科學暨體育學院,0,論文,0,0,,0,1,0,1,
111,1,專業課程,碩博士班,專題/論文,論文指導(一),Thesis Supervision I,運健碩二,運動健康研究所,社會科學暨體育學院,3,論文,0,0,,0.25,1.6,0,1,
111,1,專業課程,碩博士班,一般課程,運動健康專題討論,Seminar on Sports and Health,運健碩二,運動健康研究所,社會科學暨體育學院,1,張家昌曾文培王信民楊亮梅陳美華,5,9,體育教室二,0.15,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/77007_1SPSH2113310.pdf
111,1,專業課程,碩博士班,一般課程,運動健康專題討論,Seminar on Sports and Health,運健碩一,運動健康研究所,社會科學暨體育學院,1,張家昌曾文培王信民楊亮梅陳美華,5,8,體育教室二,0.4,1.875,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/77006_1SPSH2113310.pdf
111,1,專業課程,碩博士班,一般課程,運動人格心理學專題研究,Sport Personality Psychology,運健碩一,運動健康研究所,社會科學暨體育學院,3,陳美華,5,5,體育教室二,0.55,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/77005_1SPSH2103630.pdf
111,1,專業課程,碩博士班,熱門課程,運動傷害專題研究,Special topic on Sports Injury,運健碩一,運動健康研究所,社會科學暨體育學院,3,王信民,5,2,體育教室二,0.55,1.909090909,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/77004_1SPSH2103830.pdf
111,1,專業課程,碩博士班,一般課程,身體活動與運動環境專題研究,Special topic on Physical Activity and Sports Environment,運健碩一,運動健康研究所,社會科學暨體育學院,3,楊亮梅,4,5,體育教室一,0.25,1.4,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/77003_1SPSH2002330.pdf
111,1,專業課程,碩博士班,一般課程,運動與健康研究法,Research Methods of Physical Activity and Health,運健碩一,運動健康研究所,社會科學暨體育學院,3,陳珍德,2,6,體育教室一,0.4,1.75,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/77002_1SPSH2002130.pdf
111,1,專業課程,碩博士班,專題/論文,論文,Thesis,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,0,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71057_1SPPEE136200.pdf
111,1,專業課程,碩博士班,一般課程,運動管理理論與實務研究,Field experiences of sport management,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,3,張家昌,5,11,體育教室二,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71056_1SPPEE134230.pdf
111,1,專業課程,碩博士班,一般課程,運動技術專題研究,Special Topics in Sport Technique,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,3,陳帝佑,4,11,體育教室二,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71055_1SPPEE138830.pdf
111,1,專業課程,碩博士班,一般課程,運動傷害專題研究,Special topics on Sports Injury,運動與健康休閒夜碩二,運動學系,社會科學暨體育學院,3,王信民,1,11,體育教室二,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71054_1SPPEE140530.pdf
111,1,專業課程,碩博士班,一般課程,運動與健康休閒時事議題研究,"Current global issues of sports ,health and leisure",運動與健康休閒夜碩一,運動學系,社會科學暨體育學院,3,楊忠和,4,11,體育教室一,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71053_1SPPEE134030.pdf
111,1,專業課程,碩博士班,一般課程,運動訓練實務研究,Advanced Study of  Sports Training Practicum,運動與健康休閒夜碩一,運動學系,社會科學暨體育學院,3,江勁彥,3,11,體育教室三,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71052_1SPPEE139530.pdf
111,1,專業課程,碩博士班,一般課程,運動與健康休閒研究法,"Research method in sport, health and leisure",運動與健康休閒夜碩一,運動學系,社會科學暨體育學院,3,陳珍德,2,11,體育教室一,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71051_1SPPEE135730.pdf
111,1,專業課程,碩博士班,專題/論文,論文,Thesis,運碩二,運動學系,社會科學暨體育學院,0,論文,0,0,,0.25,1.8,0,1,
111,1,專業課程,碩博士班,專題/論文,論文指導(一),Thesis Supervision I,運碩二,運動學系,社會科學暨體育學院,3,論文,0,0,,0.4,1.25,0,1,
111,1,專業課程,碩博士班,一般課程,應用運動科學專題討論,Seminar on applied sports science,運碩二,運動學系,社會科學暨體育學院,1,江勁彥陳怡汶蔡忠昌陳珍德陳帝佑,5,9,體育教室一,0.45,1.222222222,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71048_1SPAS2114810.pdf
111,1,專業課程,碩博士班,一般課程,應用運動科學專題討論,Seminar on applied sports science,運碩一,運動學系,社會科學暨體育學院,1,江勁彥陳怡汶蔡忠昌陳珍德陳帝佑,5,8,體育教室一,0.55,1.090909091,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71047_1SPAS2114810.pdf
111,1,專業課程,碩博士班,熱門課程,運動教練與選手養成專題研究,Special Topics on Coaching and Athlete Development,運碩一,運動學系,社會科學暨體育學院,3,江勁彥,4,2,體育教室三,0.55,1.909090909,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71046_1SPPE2136330.pdf
111,1,專業課程,碩博士班,一般課程,應用運動藥物專題研究,Special topics in applied sports drugs,運碩一,運動學系,社會科學暨體育學院,3,曾文培,3,5,體育教室一,0.45,1.444444444,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71045_1SPPE2136930.pdf
111,1,專業課程,碩博士班,熱門課程,運動科學研究法,Research method in Sports science,運碩一,運動學系,社會科學暨體育學院,3,陳怡汶,3,2,體育教室四,0.4,1.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71044_1SPAS2001330.pdf
111,1,專業課程,碩博士班,專題/論文,體育行政專題研究,Seminar in Administration of Physical Education,運碩一,運動學系,社會科學暨體育學院,3,張家昌,2,2,體育教室一,0.25,2.8,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71043_1SPAS2003830.pdf
111,1,專業課程,學士班,一般課程,運動防護實習(一),Practice in Athletic Training I,運四,運動學系,社會科學暨體育學院,1,王信民陳怡汶,5,10,體育教室四,0.1,1.25,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71042_1SPPE0141210.pdf
111,1,專業課程,學士班,熱門課程,體育測驗與評量,Measurement and Evaluation in Physical Education,運四,運動學系,社會科學暨體育學院,3,陳珍德,4,5,體育教室四,0.475,1.210526316,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71041_1SPPE0122230.pdf
111,1,專業課程,學士班,熱門課程,運動專長訓練,Specific Sports Training,運四,運動學系,社會科學暨體育學院,1,邱金治劉元凱,3,5,體育教室四,0.6625,1.075471698,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71040_1SPPE0006610.pdf
111,1,專業課程,學士班,熱門課程,運動心理技能訓練,Psychological Skills Training for Sports,運四,運動學系,社會科學暨體育學院,3,陳珍德,1,5,體育教室四,0.1625,1.076923077,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71038_1SPPE0138330.pdf
111,1,專業課程,學士班,熱門課程,體育科教學實習,Teaching Practice of Physical Education,運四,運動學系,社會科學暨體育學院,2,蘇泰源,1,3,體育教室四,0.5375,1.372093023,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71037_1SPPE0140820.pdf
111,1,專業課程,學士班,熱門課程,運動生物力學,Sport Biomechanics,運三,運動學系,社會科學暨體育學院,3,陳帝佑,2,0,05-06、14 體育教室三,0.6375,1.745098039,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71036_1SPPE0115330.pdf
111,1,專業課程,學士班,一般課程,手球(一),Hand Ball I,運三,運動學系,社會科學暨體育學院,1,張凱朝,5,9,綜合球場-排球,0.3875,1.129032258,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71035_1SPPE0013510.pdf
111,1,專業課程,學士班,熱門課程,運動傷害與急救,Sports Injury and First Aid,運三,運動學系,社會科學暨體育學院,3,王信民,5,5,體育教室三,0.225,1.388888889,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71034_1SPPE0115630.pdf
111,1,專業課程,學士班,熱門課程,運動處方,Exercise Prescription,運三,運動學系,社會科學暨體育學院,3,蔡忠昌,4,6,體育教室三,0.3125,1.32,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71032_1SPPE0140330.pdf
111,1,專業課程,學士班,熱門課程,運動專長訓練,Specific Sports Training,運三,運動學系,社會科學暨體育學院,1,劉羿德張家昌,3,7,體育教室三,0.65,1.057692308,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/71031_1SPPE0006610.pdf
